timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2021-01-03 07:00:00,34016.77,34832.25,33801.0,34472.24,38990.593,1609660799999.0,1342038032.17988,235938.0,20246.4,696726451.53426,0.0
2021-01-03 08:00:00,34476.0,34743.92,33800.0,34420.0,28359.589,1609664399999.0,972932133.91606,191581.0,13313.443,456935652.62134,0.0
2021-01-03 09:00:00,34421.4,34650.0,33864.0,34239.04,22251.248,1609667999999.0,761038871.1433,152727.0,10295.351,352226057.26563,0.0
2021-01-03 10:00:00,34235.43,34402.06,33457.0,33949.75,28898.441,1609671599999.0,979766624.85025,177878.0,13389.829,454034346.47038,0.0
2021-01-03 11:00:00,33945.43,34499.53,33839.05,34464.06,17190.829,1609675199999.0,587971109.32662,114096.0,9442.538,323075040.04403,0.0
2021-01-03 12:00:00,34464.07,34663.0,33941.2,34156.94,19859.885,1609678799999.0,681788754.69014,127347.0,9125.042,313476887.59784,0.0
2021-01-03 13:00:00,34159.29,34439.92,33838.56,33939.02,15368.473,1609682399999.0,524628618.36031,114536.0,7473.356,255251717.32001,0.0
2021-01-03 14:00:00,33937.45,34213.75,33551.0,33903.75,19640.484,1609685999999.0,665636361.27525,137999.0,9325.132,316177768.92532,0.0
2021-01-03 15:00:00,33903.74,33970.0,32826.35,33540.46,39775.085,1609689599999.0,1328381843.5112,239775.0,18606.798,621694503.59191,0.0
2021-01-03 16:00:00,33538.81,33886.96,32675.0,32742.51,27424.316,1609693199999.0,914775898.58992,181904.0,12203.103,407345784.12796,0.0
2021-01-03 17:00:00,32742.48,33324.8,32530.37,32979.98,28138.878,1609696799999.0,926415115.98186,190535.0,14049.332,462762062.06463,0.0
2021-01-03 18:00:00,32979.98,33097.07,32400.0,32831.08,19648.921,1609700399999.0,643003955.63803,134835.0,9144.78,299429876.01936,0.0
2021-01-03 19:00:00,32831.09,32992.2,32509.89,32823.72,10792.227,1609703999999.0,353401347.82846,82291.0,5234.928,171443484.48987,0.0
2021-01-03 20:00:00,32823.72,33912.53,32776.98,33779.07,21968.134,1609707599999.0,736608576.10679,147520.0,11938.069,400134477.71781,0.0
2021-01-03 21:00:00,33779.07,33948.13,33561.0,33625.0,7715.854,1609711199999.0,260425792.2956,69369.0,3596.943,121431771.47341,0.0
2021-01-03 22:00:00,33625.0,33736.12,33057.0,33209.99,11372.293,1609714799999.0,379879559.66423,95911.0,4968.329,166041078.94112,0.0
2021-01-03 23:00:00,33209.99,33665.92,32703.33,33054.53,17091.487,1609718399999.0,567812945.71687,131207.0,8549.427,284120237.53029,0.0
2021-01-04 00:00:00,33053.93,33165.0,32457.0,32907.4,18343.601,1609721999999.0,602274169.03471,129384.0,8866.486,291234951.5277,0.0
2021-01-04 01:00:00,32907.39,33378.0,32656.78,33242.22,10317.378,1609725599999.0,340670601.8965,84329.0,5253.894,173497722.4926,0.0
2021-01-04 02:00:00,33242.23,33647.69,33015.0,33502.99,9932.02,1609729199999.0,330708549.60818,81785.0,4885.328,162751551.66076,0.0
2021-01-04 03:00:00,33503.04,33583.07,33222.0,33562.22,7468.749,1609732799999.0,249587920.55952,67381.0,3532.376,118066367.62654,0.0
2021-01-04 04:00:00,33562.23,33653.56,33250.0,33324.51,7728.847,1609736399999.0,258473726.83113,69556.0,4019.942,134464703.80917,0.0
2021-01-04 05:00:00,33324.51,33411.31,32901.0,32922.5,9697.308,1609739999999.0,321715103.42484,82567.0,4427.881,146940392.84849,0.0
2021-01-04 06:00:00,32922.5,33513.61,32922.5,33265.89,13157.654,1609743599999.0,437322452.14332,97362.0,6517.503,216655342.75902,0.0
2021-01-04 07:00:00,33265.89,33311.96,31692.1,32186.58,40176.196,1609747199999.0,1299831374.68577,246972.0,18596.395,601638043.49168,0.0
2021-01-04 08:00:00,32187.38,32642.7,31546.0,32129.54,25222.138,1609750799999.0,810367227.74795,178629.0,11853.078,381135770.04444,0.0
2021-01-04 09:00:00,32131.93,32247.75,30400.0,31179.96,46647.612,1609754399999.0,1461727558.52586,268593.0,19280.837,604539763.7782,0.0
2021-01-04 10:00:00,31179.96,31341.81,27800.0,30279.53,78494.179,1609757999999.0,2314095073.28409,484250.0,36626.1,1079176527.30948,0.0
2021-01-04 11:00:00,30279.43,30930.0,29450.0,30760.39,35147.58,1609761599999.0,1060214175.46674,226007.0,17509.921,528675633.4959,0.0
2021-01-04 12:00:00,30757.33,31441.68,30472.48,31225.59,27295.466,1609765199999.0,846178539.9364,188803.0,14036.237,435277318.13382,0.0
2021-01-04 13:00:00,31230.48,31425.6,30620.0,31424.22,19940.016,1609768799999.0,618260271.87847,146361.0,9570.977,296906154.04741,0.0
2021-01-04 14:00:00,31424.18,32135.0,31403.58,32107.19,22653.383,1609772399999.0,720011511.77137,165772.0,11869.532,377333111.09984,0.0
2021-01-04 15:00:00,32107.15,32190.01,31558.18,31758.38,20475.538,1609775999999.0,652945073.6173,134531.0,9588.922,305946661.1648,0.0
2021-01-04 16:00:00,31755.02,31940.0,30761.0,31341.04,32801.34,1609779599999.0,1025207569.2047,203182.0,16010.865,500606441.66082,0.0
2021-01-04 17:00:00,31341.03,31552.0,30661.66,31063.98,17431.343,1609783199999.0,541710687.30847,128099.0,8390.561,260797166.47567,0.0
2021-01-04 18:00:00,31063.98,31500.0,31050.0,31195.83,10958.465,1609786799999.0,342561496.29541,87173.0,5622.301,175794423.36822,0.0
2021-01-04 19:00:00,31195.83,31914.36,31119.94,31689.27,10761.474,1609790399999.0,339396800.07518,85683.0,5570.472,175719474.73652,0.0
2021-01-04 20:00:00,31691.15,31863.98,31240.0,31277.46,9937.171,1609793999999.0,313157509.76418,78222.0,4619.206,145623237.18363,0.0
2021-01-04 21:00:00,31277.47,31615.57,30900.0,31048.19,10754.976,1609797599999.0,335314311.00406,82530.0,5383.85,167894483.54057,0.0
2021-01-04 22:00:00,31048.19,31520.0,30998.76,31366.58,5113.426,1609801199999.0,160036312.04121,51845.0,2595.333,81229565.5932,0.0
2021-01-04 23:00:00,31366.58,32075.19,31200.0,32031.07,15672.163,1609804799999.0,497427820.14766,101935.0,8319.202,264258102.55812,0.0
2021-01-05 00:00:00,32029.55,32900.0,32026.31,32496.46,24784.567,1609808399999.0,805774172.29172,150493.0,12787.296,415739723.63768,0.0
2021-01-05 01:00:00,32500.0,32847.26,32317.91,32837.22,12645.212,1609811999999.0,411926299.09084,94186.0,6390.912,208272889.56222,0.0
2021-01-05 02:00:00,32837.23,32880.76,32267.35,32358.11,8991.988,1609815599999.0,292629570.14368,76534.0,3976.652,129482822.1714,0.0
2021-01-05 03:00:00,32358.11,32593.41,31155.17,31217.58,24813.712,1609819199999.0,788643441.82021,155326.0,10523.064,334660138.16136,0.0
2021-01-05 04:00:00,31218.96,31575.46,30425.0,30891.77,30802.146,1609822799999.0,958735623.58553,198881.0,15723.727,489671678.01731,0.0
2021-01-05 05:00:00,30891.76,31401.45,30004.09,30460.81,33175.152,1609826399999.0,1020427475.50752,201103.0,15892.542,489264619.2467,0.0
2021-01-05 06:00:00,30460.8,31287.0,29900.0,31136.47,28394.012,1609829999999.0,868866278.01241,181701.0,14591.93,446844077.18635,0.0
2021-01-05 07:00:00,31134.44,31341.0,30780.0,30844.23,11490.751,1609833599999.0,356731334.41449,85492.0,5007.869,155518724.57354,0.0
2021-01-05 08:00:00,30844.25,31549.9,30840.0,31224.1,14310.962,1609837199999.0,447103279.82771,105292.0,7700.024,240595049.98777,0.0
2021-01-05 09:00:00,31223.45,31850.0,31188.2,31604.61,12863.683,1609840799999.0,405772956.06209,97691.0,6939.843,218966737.92934,0.0
2021-01-05 10:00:00,31603.68,31719.93,31120.0,31382.84,12353.254,1609844399999.0,387918587.1469,91595.0,5869.379,184374479.43615,0.0
2021-01-05 11:00:00,31382.85,31824.53,31313.0,31824.53,9283.318,1609847999999.0,292963405.37445,76697.0,4750.28,149980473.20101,0.0
2021-01-05 12:00:00,31816.47,32100.0,31589.92,31618.0,15838.729,1609851599999.0,504592687.24691,112501.0,7630.391,243187154.48545,0.0
2021-01-05 13:00:00,31618.0,31935.55,31451.0,31488.97,8201.125,1609855199999.0,260096190.84319,69042.0,3918.469,124317930.02868,0.0
2021-01-05 14:00:00,31498.73,32450.05,31142.74,32399.95,23345.963,1609858799999.0,740815624.70111,162384.0,11704.493,371760886.95343,0.0
2021-01-05 15:00:00,32402.11,32422.0,31964.27,32133.79,12967.911,1609862399999.0,417187127.8038,100926.0,5666.688,182321072.2848,0.0
2021-01-05 16:00:00,32130.05,32743.31,31802.25,32518.32,21808.403,1609865999999.0,706268387.27583,148897.0,11180.697,362228595.03885,0.0
2021-01-05 17:00:00,32518.32,32858.0,32290.61,32793.8,11416.931,1609869599999.0,371599869.2264,97158.0,5906.679,192342337.36481,0.0
2021-01-05 18:00:00,32793.79,33488.0,32694.77,33411.5,23785.354,1609873199999.0,788103600.58033,171548.0,12513.975,414741216.04262,0.0
2021-01-05 19:00:00,33411.5,34300.0,33146.63,33747.0,31427.188,1609876799999.0,1061712202.55209,229509.0,15917.383,537943063.42919,0.0
2021-01-05 20:00:00,33747.0,34103.22,33405.0,34017.0,18253.254,1609880399999.0,615931107.82226,141955.0,8974.102,302950063.99405,0.0
2021-01-05 21:00:00,34017.01,34060.0,33505.27,33744.79,12576.268,1609883999999.0,425329048.81278,98218.0,6040.542,204318972.62234,0.0
2021-01-05 22:00:00,33742.93,34500.0,33738.66,34261.16,16397.561,1609887599999.0,561589082.8074,129169.0,8412.278,288129952.42074,0.0
2021-01-05 23:00:00,34261.2,34358.1,33718.5,33999.52,13793.389,1609891199999.0,468636105.60233,100842.0,6397.867,217376901.06249,0.0
2021-01-06 00:00:00,33999.51,34164.2,33356.46,33962.7,19544.217,1609894799999.0,659346569.20786,128517.0,8955.193,302264906.78041,0.0
2021-01-06 01:00:00,33962.7,34060.0,33555.91,33863.93,9662.571,1609898399999.0,326647157.19501,75246.0,4370.424,147755426.68284,0.0
2021-01-06 02:00:00,33863.93,34187.56,33795.0,33920.64,11385.478,1609901999999.0,387247578.60301,79866.0,5467.425,186005314.58527,0.0
2021-01-06 03:00:00,33914.96,34244.66,33683.38,34182.5,10633.755,1609905599999.0,360881081.86721,82249.0,5596.698,190064993.9373,0.0
2021-01-06 04:00:00,34182.5,35948.66,34173.2,35470.73,50989.757,1609909199999.0,1793767853.69753,321362.0,26818.371,943566973.67457,0.0
2021-01-06 05:00:00,35470.73,35716.25,34611.25,35069.72,22948.647,1609912799999.0,806274195.64369,165768.0,10655.121,374536822.73858,0.0
2021-01-06 06:00:00,35069.73,35343.0,34869.35,35240.96,11836.164,1609916399999.0,415905359.20571,98030.0,6159.461,216492294.72604,0.0
2021-01-06 07:00:00,35240.97,35399.99,34400.0,34718.61,15694.147,1609919999999.0,546802843.08668,127202.0,7188.763,250462746.91573,0.0
2021-01-06 08:00:00,34716.88,35060.73,34037.29,34660.7,21047.6,1609923599999.0,728201410.3036,151073.0,10263.302,355312216.92061,0.0
2021-01-06 09:00:00,34660.7,34666.45,33650.0,33985.94,25066.708,1609927199999.0,853010418.52735,174043.0,11858.422,403508487.09715,0.0
2021-01-06 10:00:00,33986.65,34600.0,33900.0,34462.55,11421.793,1609930799999.0,392545489.76615,93390.0,6579.811,226172192.62149,0.0
2021-01-06 11:00:00,34462.54,35350.0,34380.65,34994.66,21050.234,1609934399999.0,735333007.11707,165984.0,10543.559,368370174.65277,0.0
2021-01-06 12:00:00,34994.67,35178.89,34495.57,35024.99,14565.365,1609937999999.0,507362219.53057,114944.0,7283.836,253846207.91163,0.0
2021-01-06 13:00:00,35024.99,35195.53,34350.0,34626.09,12953.919,1609941599999.0,449278877.61147,113656.0,6331.369,219649931.65592,0.0
2021-01-06 14:00:00,34632.27,34650.0,34113.48,34242.47,13214.263,1609945199999.0,454047693.85386,125300.0,6821.1,234466645.47953,0.0
2021-01-06 15:00:00,34242.48,34854.04,34170.01,34606.4,11488.651,1609948799999.0,397680581.73712,91288.0,5810.06,201135694.89622,0.0
2021-01-06 16:00:00,34606.39,35142.02,34371.33,34651.04,18960.224,1609952399999.0,660104865.1157,146276.0,9219.025,321148680.75629,0.0
2021-01-06 17:00:00,34651.03,35124.99,34575.38,34961.62,10006.682,1609955999999.0,349273616.43718,94852.0,5002.851,174655373.21554,0.0
2021-01-06 18:00:00,34961.61,35250.0,34956.71,35247.26,12533.658,1609959599999.0,440687175.64167,96113.0,7096.751,249594548.12463,0.0
2021-01-06 19:00:00,35248.99,35749.67,34685.0,34861.7,21377.619,1609963199999.0,757116397.55672,160855.0,10865.241,384992545.91086,0.0
2021-01-06 20:00:00,34861.71,36377.95,34330.0,36131.01,46571.902,1609966799999.0,1640504667.15137,330399.0,22997.637,811152934.65409,0.0
2021-01-06 21:00:00,36131.02,36674.97,35700.06,35924.05,25837.11,1609970399999.0,933946303.94347,189209.0,12407.568,448728605.07846,0.0
2021-01-06 22:00:00,35921.59,36438.2,35729.05,36053.01,8796.716,1609973999999.0,318053765.7901,87574.0,4272.987,154527319.60383,0.0
2021-01-06 23:00:00,36053.0,37037.51,36009.61,36823.68,16432.65,1609977599999.0,601196923.57536,130584.0,8671.913,317269945.66941,0.0
2021-01-07 00:00:00,36825.77,37440.0,36500.0,37225.11,24004.608,1609981199999.0,888409176.55279,176943.0,12001.708,444308176.01478,0.0
2021-01-07 01:00:00,37225.12,37321.8,36722.02,36975.46,12656.726,1609984799999.0,468398455.26476,105405.0,6027.805,223153166.38855,0.0
2021-01-07 02:00:00,36971.87,37162.61,36532.05,37032.85,11711.221,1609988399999.0,431558455.73817,95622.0,5513.335,203242597.39607,0.0
2021-01-07 03:00:00,37026.75,37795.42,36978.07,37555.54,16777.67,1609991999999.0,628965818.54791,127998.0,8672.322,325060258.98943,0.0
2021-01-07 04:00:00,37554.98,37656.14,37149.45,37540.0,11462.608,1609995599999.0,428766152.02614,90970.0,5521.63,206555311.43936,0.0
2021-01-07 05:00:00,37536.51,37790.36,37208.16,37409.99,12163.965,1609999199999.0,455991009.88224,96737.0,5765.339,216178875.76988,0.0
2021-01-07 06:00:00,37410.0,37500.0,36752.4,37170.68,11516.829,1610002799999.0,427668850.03532,99480.0,5606.207,208238603.70561,0.0
2021-01-07 07:00:00,37170.68,37375.0,36751.0,36906.64,9761.34,1610006399999.0,361684456.08694,91859.0,4519.998,167525040.0358,0.0
2021-01-07 08:00:00,36909.86,37444.0,36337.36,37296.56,18163.987,1610009999999.0,670333025.32298,147207.0,9109.005,336270456.89824,0.0
2021-01-07 09:00:00,37296.46,37563.32,36944.0,37548.79,10599.592,1610013599999.0,394717645.26469,93668.0,5533.636,206169201.37552,0.0
2021-01-07 10:00:00,37548.82,37559.82,36951.1,37101.2,9236.577,1610017199999.0,343870241.95832,79977.0,4309.01,160424331.52663,0.0
2021-01-07 11:00:00,37103.6,38055.0,37098.93,37920.0,12755.161,1610020799999.0,479005695.75638,115306.0,7116.082,267310278.33953,0.0
2021-01-07 12:00:00,37919.72,38247.0,37558.8,38003.1,21014.436,1610024399999.0,797673335.02072,168250.0,10453.6,396888067.74305,0.0
2021-01-07 13:00:00,38004.04,38497.33,37935.88,38218.92,16916.523,1610027999999.0,647790055.48324,141309.0,8534.599,326888985.99735,0.0
2021-01-07 14:00:00,38218.92,38721.2,38125.19,38491.67,16409.558,1610031599999.0,631064441.75339,138626.0,8209.425,315803011.88353,0.0
2021-01-07 15:00:00,38491.67,39050.0,38118.0,39049.99,17240.749,1610035199999.0,665452633.6067,141069.0,8946.141,345470542.81392,0.0
2021-01-07 16:00:00,39050.0,39666.0,38978.01,39172.67,38099.208,1610038799999.0,1495680380.30569,248621.0,20104.841,789548229.71827,0.0
2021-01-07 17:00:00,39174.72,39899.5,39155.44,39822.21,22543.772,1610042399999.0,892577383.0912,167974.0,12246.053,484949675.52121,0.0
2021-01-07 18:00:00,39822.21,40565.62,36690.56,38994.41,101521.51,1610045999999.0,3945681978.41323,670056.0,47688.428,1854234462.10806,0.0
2021-01-07 19:00:00,38984.17,39324.22,37648.0,39128.05,49252.687,1610049599999.0,1899915309.89176,324262.0,24450.57,943429006.92137,0.0
2021-01-07 20:00:00,39128.04,39277.06,38426.23,39198.96,21676.418,1610053199999.0,842814976.35848,167551.0,10771.177,418992565.7204,0.0
2021-01-07 21:00:00,39200.01,40023.0,39200.0,39798.19,18958.806,1610056799999.0,751417729.11268,150447.0,9635.834,381955668.46867,0.0
2021-01-07 22:00:00,39810.88,40129.87,39215.0,39747.87,14489.474,1610060399999.0,575680483.25456,123612.0,6949.889,276264480.30667,0.0
2021-01-07 23:00:00,39742.93,39751.8,38630.0,39498.92,21214.483,1610063999999.0,830441816.06337,173759.0,10258.334,401625400.53921,0.0
2021-01-08 00:00:00,39498.32,39818.77,38851.27,38877.92,12758.685,1610067599999.0,502945386.47041,108740.0,6066.272,239321411.44956,0.0
2021-01-08 01:00:00,38877.92,39097.95,37850.0,38739.18,22389.9,1610071199999.0,862343338.17501,177304.0,10768.539,414985075.86975,0.0
2021-01-08 02:00:00,38740.71,38744.0,36539.77,37238.41,40852.802,1610074799999.0,1529903836.44885,303348.0,18675.801,699418583.31344,0.0
2021-01-08 03:00:00,37238.41,38500.0,37118.34,38374.71,18853.031,1610078399999.0,717087623.09686,144755.0,9654.744,367151590.26684,0.0
2021-01-08 04:00:00,38374.72,38983.41,38186.65,38702.63,13649.407,1610081999999.0,527387174.10309,112608.0,6644.054,256696658.78169,0.0
2021-01-08 05:00:00,38707.65,38748.19,37939.82,38020.01,12343.619,1610085599999.0,473860894.43545,99973.0,5118.144,196530472.0682,0.0
2021-01-08 06:00:00,38027.88,38745.03,37615.0,38589.99,13709.471,1610089199999.0,524518293.62169,115037.0,7031.118,269103296.75441,0.0
2021-01-08 07:00:00,38590.0,39200.0,38352.55,38965.76,11257.953,1610092799999.0,437392788.04745,102553.0,5949.002,231189769.34845,0.0
2021-01-08 08:00:00,38965.8,39055.26,38450.0,38702.79,11106.558,1610096399999.0,429905866.78726,96330.0,5443.315,210753620.55108,0.0
2021-01-08 09:00:00,38702.66,39416.0,38250.87,39408.55,14272.696,1610099999999.0,554684675.33575,124930.0,7960.558,309731162.45668,0.0
2021-01-08 10:00:00,39408.54,41260.54,39258.94,40839.01,36418.261,1610103599999.0,1469297775.01644,293599.0,19343.528,780397730.35136,0.0
2021-01-08 11:00:00,40833.78,41800.0,40510.08,41399.98,35861.565,1610107199999.0,1476263581.14202,281290.0,18038.441,743068381.03939,0.0
2021-01-08 12:00:00,41399.98,41900.4,40900.0,41390.71,29525.397,1610110799999.0,1224882793.69324,220951.0,14140.664,587014231.74721,0.0
2021-01-08 13:00:00,41390.8,41736.65,40780.76,41367.27,18095.809,1610114399999.0,746546908.90817,151470.0,8796.82,363066675.68486,0.0
2021-01-08 14:00:00,41374.43,41665.09,41017.4,41560.0,13050.653,1610117999999.0,539677776.99209,120742.0,6351.162,262738178.26222,0.0
2021-01-08 15:00:00,41560.0,42125.51,39726.37,40879.4,53671.604,1610121599999.0,2195132772.57117,399236.0,25565.464,1046107902.97144,0.0
2021-01-08 16:00:00,40877.97,41689.84,40418.78,41362.62,20673.602,1610125199999.0,850527080.80807,174636.0,10570.031,435078840.46223,0.0
2021-01-08 17:00:00,41357.01,41639.36,40934.59,41077.16,12127.883,1610128799999.0,500680721.31198,110733.0,5578.928,230396747.38993,0.0
